phrase,most_sim_1,score_1,most_sim_2,score_2,most_sim_3,score_3,most_sim_4,score_4,most_sim_5,score_5,most_sim_6,score_6,most_sim_7,score_7,most_sim_8,score_8,most_sim_9,score_9,most_sim_10,score_10
feature,feat,0.5269532799720764,functionality,0.426328033208847,subfeature,0.4231132864952087,feture,0.420579731464386,featureset,0.4159828722476959,classifier,0.4124123156070709,featureid,0.3979843556880951,featuer,0.385541558265686,feauture,0.3852321207523346,ability,0.3826533854007721
machine,workstation,0.5971323251724243,computer,0.5235012769699097,vmware,0.5049036741256714,mware,0.4984157681465149,virutal,0.494231104850769,mashine,0.4934733808040619,virtualbox,0.4799677729606628,hyper-v,0.4782739877700805,x86,0.4552028179168701,ubuntu,0.4537754952907562
winsock,wsock,0.6120294332504272,tcpip,0.6044446229934692,wsa,0.5810414552688599,iphlpapi,0.5621037483215332,mswsock,0.5391830205917358,wsaeconnreset,0.5258820056915283,closesocket,0.525477409362793,iocp,0.5178412795066833,wsaewouldblock,0.5057795643806458,netinet,0.5023653507232666
credential,cred,0.7251786589622498,authentication,0.6284043788909912,authenticate,0.5932384133338928,auth,0.5757927894592285,password,0.5527827143669128,crediential,0.5413477420806885,credentail,0.5363016724586487,authorization,0.536178469657898,ntlm,0.5222210884094238,kerbero,0.5092452764511108
typea,typeb,0.9357131719589232,typec,0.8249474763870239,statetype,0.4638865292072296,typee,0.4591855108737945,testtype,0.4462007582187652,sometype,0.434935986995697,btype,0.4228180050849914,tkey,0.4215497374534607,thetype,0.4011807441711426,keytype,0.401163101196289
typex,membertype,0.4222556948661804,reftype,0.3921328485012054,typeindex,0.3875850439071655,etype,0.3871491849422455,atype,0.3856363296508789,paymode,0.3846865594387054,ofstringany,0.3823513388633728,subtyped,0.3729424476623535,emptype,0.3717204332351684,typname,0.3705381751060486
restriction,impose,0.5648753643035889,forbidd,0.5537531971931458,restrictive,0.5343039035797119,restrict,0.5308376550674438,monomorphism,0.5160622596740723,unrestricted,0.5148383975028992,prohibition,0.5057781934738159,stipulation,0.5008442997932434,stricter,0.4858624935150146,permissible,0.4808350205421448
feedback,feeback,0.5151798725128174,guidance,0.4874403476715088,assistance,0.45408695936203,solicit,0.4380741417407989,haptic,0.431059330701828,feed-back,0.4141622185707092,csi,0.4099930226802826,csit,0.405392974615097,inform,0.3920847773551941,insight,0.3872914910316467
vary,varied,0.7745885848999023,depend,0.6398235559463501,differ,0.5912562608718872,different,0.5374969840049744,versus,0.499206006526947,fluctuate,0.4929978549480438,variation,0.4851997196674347,affect,0.4402342438697815,increase,0.4195314347743988,average,0.4087056815624237
concurrency,multi-thread,0.670907735824585,multithread,0.6408052444458008,concurrent,0.6394127011299133,multithreaded,0.6047812700271606,multi-threaded,0.5966343879699707,serializability,0.5809165239334106,synchronization,0.5790108442306519,atomicity,0.5754266977310181,lock-based,0.5726381540298462,multi-version,0.5629338026046753
fit,fitt,0.6738955974578857,scale,0.5146227478981018,shrink,0.5121168494224548,adjust,0.4871551990509033,stretch,0.4492768943309784,resize,0.4492611587047577,shrunk,0.4478545784950256,re-size,0.4102829098701477,coef,0.403727263212204,rescale,0.3970099985599518
fix,unfixed,0.475985586643219,solf,0.4682622253894806,solve,0.4677076339721679,fixable,0.4308763742446899,non-fixed,0.3979602456092834,workaround,0.3867383599281311,bumped,0.3683575689792633,pinpointed,0.3664923012256622,rectify,0.3595983982086181,vanish,0.3572420179843902
hidden,hide,0.4932230114936828,input,0.4906549453735351,hid,0.4875305891036987,visibility,0.4859765768051147,invisible,0.4751894474029541,unhide,0.4646335244178772,visible,0.4592525064945221,unhidden,0.4443064630031585,checkbox,0.4381256103515625,nowrap,0.4357000589370727
fin,fout,0.6689779758453369,ifstream,0.5171703696250916,infile,0.4755570590496063,inicio,0.4569162726402282,getline,0.4504963457584381,ofstream,0.4419800341129303,nom,0.4375146627426147,eof,0.4372757971286773,inp,0.4363353252410888,ifile,0.4344696402549743
end-of-body,begin,0.5811329483985901,head,0.5237337350845337,else,0.4344022274017334,append,0.4247460961341858,start,0.4177035093307495,html,0.4031910896301269,sub,0.4021937549114227,def,0.3907631039619446,div,0.389934241771698,defp,0.3660130798816681
timeout,timout,0.7150784134864807,time-out,0.6888275146484375,interval,0.6165603399276733,keepalive,0.5758499503135681,retry,0.5619434714317322,settimeout,0.5587577819824219,delay,0.5509852766990662,millisecond,0.540138840675354,connectiontimeout,0.539881706237793,wait,0.5348673462867737
debug,debugger,0.599166989326477,dbg,0.5668686628341675,backtrace,0.500883936882019,loglevel,0.5007787942886353,diagnostic,0.500511646270752,gdb,0.4892170429229736,non-debug,0.4850472509860992,verbose,0.4744385480880737,ndebug,0.4742790758609772,breakpoint,0.4672479629516601
series,serie,0.6460692882537842,chart,0.5735359787940979,timesery,0.5678844451904297,datapoint,0.5201699137687683,time-sery,0.5121068954467773,datasery,0.4747511744499206,plot,0.463457852602005,spline,0.4537863433361053,highchart,0.4467310309410095,trendline,0.4349362850189209
overwrite,overwritten,0.812139093875885,over-writ,0.5138149857521057,over-written,0.5105090737342834,overwrote,0.5053691864013672,modify,0.5000356435775757,overwritt,0.4994726777076721,over-write,0.4786742627620697,reassign,0.4717915654182434,clobber,0.4670381546020508,copy,0.4665497839450836
threadsafe,thread-safe,0.7431331872940063,thread-safety,0.6254860162734985,multithreaded,0.6203169822692871,non-thread-safe,0.5968573689460754,multi-threaded,0.5886237621307373,thread-unsafe,0.5712443590164185,single-threaded,0.5571010708808899,threadsafety,0.5469750761985779,multi-thread,0.5464748740196228,non-threadsafe,0.5385754108428955
dst,dest,0.7214293479919434,destination,0.5968642234802246,dcontext,0.4864935278892517,dport,0.4823565483093261,pdst,0.4706444144248962,tgt,0.4649016857147217,fdst,0.4646044075489044,source,0.4641477465629577,pkt,0.4601215124130249,psrc,0.4464440643787384
smb,samba,0.7137213945388794,cif,0.6243300437927246,jcif,0.567205548286438,smbf,0.5509566068649292,smbclient,0.5286581516265869,unc,0.5248910188674927,sshf,0.5124044418334961,sftp,0.5026430487632751,ntlm,0.4685269296169281,ftp,0.462798535823822
dsa,rsa,0.7685259580612183,ecdsa,0.7027441263198853,pubkey,0.63465416431427,keypair,0.5423840880393982,pkc,0.52961266040802,privkey,0.5276929140090942,pgp,0.5228981971740723,pki,0.5101800560951233,signer,0.5067011117935181,keyexchange,0.4953960478305816
dirfile,dirlist,0.6335085034370422,startdir,0.5536942481994629,listfile,0.5335371494293213,filelist,0.5296397805213928,folderlist,0.5289244651794434,walkdir,0.5214453935623169,fileslist,0.5209255218505859,directoryname,0.5120290517807007,dirpath,0.5072053670883179,allfile,0.5060819387435913
given,householder,0.6103047132492065,cholesky,0.483467698097229,gram-schmidt,0.4832385778427124,varimax,0.4764329493045807,back-substitution,0.4662036895751953,diagonalize,0.4639225006103515,transpos,0.4636902511119842,rotation,0.46138995885849,matricy,0.4510801434516907,orthogonalization,0.449930727481842
data->setreuse_forbid,mydatum,0.4913056790828705,raw,0.4289878308773041,dset,0.4279156029224396,mdatum,0.4251022338867187,json,0.4218761920928955,newdatum,0.4175471067428589,alldatum,0.4144230782985687,tabular,0.4101808369159698,getdatum,0.4012680053710937,yourdatum,0.3953531980514526
estimate,estimation,0.7501808404922485,estimator,0.6610298752784729,calculate,0.568293035030365,approximate,0.557422399520874,posterior,0.5376183390617371,predict,0.5334922075271606,calibrate,0.511686384677887,mle,0.5115125179290771,mse,0.506569504737854,accurate,0.4988924562931061
ate,hen,0.62478107213974,eat,0.6242212653160095,ated,0.6105225086212158,appropri,0.5945302248001099,ere,0.5632059574127197,whi,0.5428950190544128,ted,0.539652407169342,ation,0.5381455421447754,h,0.5322822332382202,tive,0.5312488079071045
atm,bank,0.5191311836242676,ethernet,0.4769291877746582,withdrawal,0.4653592407703399,deposit,0.4587237536907196,modem,0.4462422728538513,withdraw,0.4306773841381073,pstn,0.4258517622947693,teller,0.4236924946308136,lan,0.4114271402359009,withdrawl,0.4110537469387054
juergen,hauke,0.6426209211349487,elmar,0.6422885060310364,harald,0.6421340703964233,rgen,0.635958194732666,passau,0.6308586597442627,thorsten,0.6289154291152954,deissenboeck,0.622677743434906,lothar,0.6174560785293579,eder,0.6150393486022949,helge,0.613379955291748
mingw,msy,0.7030230164527893,cygwin,0.6794023513793945,msvc,0.6683961153030396,codeblock,0.5862225890159607,gcc,0.5833861827850342,tdm-gcc,0.5493947267532349,nmake,0.5267770290374756,toolchain,0.5237180590629578,qtbase,0.522705078125,rtool,0.5219241380691528
digest-md5,sha,0.6903127431869507,hmac,0.6813384294509888,hexdigest,0.5770828723907471,hashlib,0.5464022159576416,nonce,0.5345938801765442,hmacsha,0.4917495250701904,salt,0.4839289784431457,hasher,0.4755480885505676,digested,0.473837673664093,dsig,0.455775499343872
clarity,brevity,0.7632306218147278,concisenes,0.7587188482284546,readability,0.7451925277709961,simplicity,0.6855629682540894,convenience,0.6211261749267578,legibility,0.5863620042800903,notational,0.5689840316772461,omit,0.5660779476165771,exposition,0.5638419389724731,concision,0.5441409349441528
service,serivce,0.5845277309417725,svc,0.5814180374145508,sevice,0.5765036344528198,windows-communication-framework,0.5461264848709106,provider,0.5172682404518127,webservice,0.510212779045105,myservice,0.4996582865715027,servie,0.4853610098361969,serice,0.4844377636909485,asmx,0.4725264310836792
tango,kinect,0.4770940542221069,oculu,0.4195747971534729,atap,0.4165169298648834,sphero,0.4134511053562164,front-fac,0.40827476978302,camera,0.4046908020973205,imu,0.4005942344665527,vuforia,0.3966018557548523,nui,0.3941771984100342,sunglass,0.386245995759964
stack,trace,0.5621606111526489,popped,0.5283150672912598,overlow,0.4853225350379944,pop,0.4470516741275787,stk,0.4314723908901214,heap,0.4268571138381958,overflower,0.4244452714920044,oveflow,0.4243677258491516,stackframe,0.4220004081726074,lifo,0.419286698102951
master,slave,0.6945191621780396,maste,0.534440279006958,journeyman,0.5034924745559692,spt,0.488333910703659,friedl,0.4770688712596893,non-master,0.4757565557956695,mymaster,0.4666664004325866,rawgit,0.462837666273117,rawgithub,0.4617958664894104,github,0.4506808519363403
listen,port,0.5510350465774536,socket,0.4917460083961487,tcp,0.4750792980194092,udp,0.4744243323802948,serversocket,0.4742092192173004,listenn,0.4641318321228027,incom,0.4467006921768188,websocket,0.4346106052398681,receive,0.429007887840271,initiate,0.4218888878822326
nirvana,metallica,0.6321653723716736,eminem,0.5990411639213562,coldplay,0.5976171493530273,radiohead,0.5843711495399475,rihanna,0.5625849962234497,vocalist,0.5620349645614624,drummer,0.5612477660179138,kanye,0.5575975179672241,madonna,0.5543607473373413,beatle,0.5440478324890137
tree,subtree,0.6396337151527405,leaf,0.6207486987113953,sub-tree,0.6152662038803101,mytree,0.5951682329177856,bst,0.5798072218894958,treeview,0.5769871473312378,forest,0.5636805891990662,tree-like,0.5320074558258057,tree-structure,0.529852569103241,tres,0.5269777178764343
project,subproject,0.6311770677566528,projectname,0.6115354895591736,sub-project,0.5939221382141113,poject,0.5837458372116089,prject,0.5804590582847595,porject,0.5722941756248474,workspace,0.568352222442627,csproj,0.5619932413101196,build,0.5513520240783691,projec,0.5500544309616089
recheck,re-check,0.6741259098052979,chek,0.4869948625564575,reevaluate,0.4517819285392761,retest,0.444909006357193,check,0.4400821924209595,rechecked,0.4373100996017456,re-scan,0.4233967959880829,re-test,0.4227595925331116,checke,0.4166278839111328,woken,0.4098041653633117
websocket,web-socket,0.6953529715538025,comet,0.6661449670791626,long-poll,0.6602767705917358,sockj,0.6246854066848755,socket,0.5984350442886353,faye,0.5840725898742676,xhr-poll,0.5630041360855103,cometd,0.5615081787109375,websock,0.5574017763137817,stomp,0.5538785457611084
increment,incremented,0.8051191568374634,decrement,0.7627409100532532,increament,0.6416735649108887,incrementation,0.6174976229667664,decremented,0.6074849367141724,counter,0.5995002388954163,incriment,0.4940623044967651,incr,0.4936614334583282,auto-increment,0.4847228527069092,incrementer,0.4699627459049225
withdraw,deposit,0.8732975721359253,withdrawal,0.8350969552993774,withdrawl,0.6652543544769287,withdrawn,0.6182229518890381,bal,0.5872414708137512,overdraft,0.5863807797431946,debit,0.5752828121185303,money,0.5674313902854919,chequ,0.5525600910186768,overdrawn,0.5511714816093445
object,obj,0.5597380995750427,obect,0.5147528648376465,obejct,0.4852440059185028,oject,0.4671762585639953,ojbect,0.4664464592933655,method,0.4417619705200195,dictionary,0.4386645555496216,expando,0.4373966455459595,objec,0.4317473173141479,array,0.4244613647460937
microsecond,nanosecond,0.8959873914718628,millisecond,0.7940719127655029,msec,0.6837443113327026,milisecond,0.6715450882911682,sub-second,0.6691274642944336,subsecond,0.6425037384033203,sub-millisecond,0.6229078769683838,time,0.6097568273544312,millisec,0.5939505100250244,milli-second,0.5901427268981934
letter,uppercase,0.7166588306427002,lowercase,0.6966416835784912,alphabet,0.6398900747299194,lower-case,0.6312780380249023,vowel,0.6202482581138611,upper-case,0.6191213130950928,capital,0.6172072291374207,leter,0.5935056209564209,capitalize,0.5861272215843201,capitalised,0.5759115815162659
dummy,typeset,0.4815031588077545,dumm,0.4041544497013092,dum,0.3802553117275238,nob,0.3761231303215027,stand-in,0.3735074996948242,auxiliary,0.3614392876625061,runif,0.3542810082435608,hmisc,0.3508357405662536,lorum,0.3384081125259399,randn,0.3383502662181854
incomplete,inconsistent,0.5341017842292786,imprecise,0.5237850546836853,incompletenes,0.5104768872261047,imperfect,0.4921375215053558,ambiguou,0.4829478859901428,uncertain,0.4810476303100586,erroneous,0.4757437705993652,inaccurate,0.4646073579788208,underspecified,0.4562931656837463,miss,0.4537127614021301
gauge,speedometer,0.5244293212890625,thermometer,0.5103259086608887,chart,0.4679152369499206,meter,0.4676331281661987,knob,0.4654780626296997,gage,0.4553886651992798,temperature,0.4539459347724914,progressbar,0.4502409994602203,progres,0.4488628804683685,pie,0.4320598542690277
addrs,addresses,0.5965498685836792,addes,0.5762094855308533,baddres,0.5525050163269043,companyaddres,0.540325403213501,contactnum,0.5393334031105042,addrese,0.5389871597290039,addressl,0.5252821445465088,temail,0.5235472321510315,txtaddres,0.5192084312438965,addresstype,0.5127941370010376
perror,strerror,0.7503313422203064,sockfd,0.7387543320655823,errno,0.6948045492172241,fprintf,0.636590301990509,stderr,0.6128109693527222,einval,0.6044704914093018,rdwr,0.5851641893386841,cerr,0.5760006308555603,fput,0.5652104020118713,rdon,0.5574566125869751
patch,hotfix,0.4860471487045288,bugfix,0.4600923061370849,patcher,0.4567565321922302,bug-fix,0.4537619352340698,patchset,0.4440955519676208,changeset,0.4437929391860962,mypatch,0.440821498632431,patchfile,0.426319807767868,mainline,0.4160324335098266,bug,0.4022378921508789
request-method,response,0.5222935676574707,call,0.4785209000110626,post,0.4587322473526001,param,0.4017341136932373,servlet,0.3985775709152221,async,0.3952188491821289,object,0.3939743638038635,action,0.3927949965000152,alamofire,0.3870867490768432,callback,0.3810678124427795
release,relase,0.6066715717315674,unreleased,0.5374002456665039,realease,0.5171197652816772,acquire,0.4771966338157654,late,0.470490038394928,relese,0.4700947701931,relea,0.4622730612754822,retain,0.4559627175331116,dealloc,0.4519670009613037,upcom,0.4406070411205292
connect-timeout,disconnect,0.6539208292961121,reconnect,0.6278265118598938,connection,0.6020171642303467,timout,0.5730741620063782,socket,0.5383005142211914,time-out,0.5313525199890137,keepalive,0.5293408632278442,retry,0.5100887417793274,reconnection,0.4951719045639038,settimeout,0.4946506917476654
respond,inform,0.5382127165794373,initiate,0.5310819149017334,receive,0.4989302456378937,sent,0.4907693266868591,deliver,0.4749145209789276,send,0.470148503780365,recieve,0.4497274756431579,repond,0.4286018013954162,resend,0.4236673712730407,listen,0.4189978241920471
traverse,traversal,0.7717043161392212,iterate,0.5726670026779175,depth-first,0.5711389780044556,walk,0.5633469223976135,recurse,0.5426810383796692,breadth-first,0.5376668572425842,tree,0.5189220905303955,post-order,0.5188607573509216,predecessor,0.5176540613174438,inorder,0.5010970234870911
mandatory,optional,0.6913469433784485,compulsory,0.5144257545471191,obligatory,0.5011136531829834,non-required,0.4838880598545074,non-mandatory,0.4752040803432464,non-optional,0.4470964074134826,optionnal,0.4453098773956299,requried,0.4220098257064819,optionality,0.4206076264381408,specify,0.414764404296875
result,return,0.4861896336078644,yield,0.4718005657196045,resutl,0.4533960223197937,resut,0.4498922228813171,resul,0.4373438656330108,reuslt,0.406465470790863,resultset,0.4057774841785431,query,0.3983343243598938,reult,0.3900472223758697,succes,0.3900402784347534
fail,succeed,0.7999725341796875,failure,0.7739881277084351,error,0.6473850011825562,aborted,0.6218760013580322,successful,0.6213036775588989,unsuccessful,0.6077914237976074,attempt,0.5815856456756592,abort,0.5764080286026001,invalid,0.5651474595069885,faile,0.5366941690444946
score,scorer,0.6163202524185181,highscore,0.60608971118927,ranked,0.5727766156196594,avgscore,0.5484050512313843,rank,0.5427407026290894,f-score,0.5258528590202332,leaderboard,0.5197893977165222,f-measure,0.5177685618400574,myscore,0.5123199224472046,relevancy,0.5115095376968384
node-counter,count,0.4743880331516266,child,0.4538597464561462,decrement,0.4440217912197113,increment,0.4416592419147491,neighbor,0.4250127673149109,incr,0.4172945022583008,gnode,0.4116807579994201,hopcount,0.4043934345245361,incremented,0.4036958813667297,nodei,0.3973107039928436
preserve,preservation,0.6761611104011536,maintain,0.4322061240673065,ensure,0.4282683134078979,invariance,0.4262325167655945,respect,0.4063583314418793,invariant,0.4025725126266479,enforce,0.3988946974277496,restore,0.3977229297161102,unchanged,0.3965767621994018,guarantee,0.3940028846263885
nature,inherent,0.7093896865844727,intrinsical,0.549441933631897,phenomenon,0.5184231996536255,lack,0.5175257325172424,inability,0.4988583922386169,most,0.4721576869487762,emergence,0.4608627557754516,somewhat,0.4598038792610168,peculiarity,0.4569331705570221,fact,0.4524593949317932
hostent,maxhost,0.6915627121925354,gethostbyname,0.691536545753479,gethostbyaddr,0.647417426109314,getnameinfo,0.6116496324539185,addrinfo,0.6044615507125854,hostinfo,0.597679615020752,sockaddr,0.5743055939674377,numerichost,0.573994517326355,gethostname,0.5356512069702148,clientlen,0.520648181438446
logic,logical,0.4803510308265686,abstraction,0.4664085805416107,declarative,0.4479303061962127,logic-based,0.4420187473297119,calculus,0.4376219511032104,propositional,0.4374343752861023,combinational,0.4331852197647095,combinatory,0.4198992848396301,deductive,0.4162340462207794,resolution-based,0.4156579375267029
login,logout,0.7443585395812988,signin,0.663341224193573,signup,0.6493972539901733,authenticate,0.637988805770874,log-in,0.6006684303283691,password,0.5796605348587036,auth,0.5736244320869446,username,0.5692703127861023,authentication,0.5603045225143433,authentification,0.5499018430709839
dstip,srcip,0.8178573846817017,dstport,0.8077385425567627,srcport,0.8034205436706543,destip,0.7041146755218506,dport,0.6531010866165161,logsource,0.6505992412567139,sourceip,0.6409082412719727,destport,0.6133496165275574,iphdr,0.5753443837165833,dstaddr,0.573790967464447
