phrase,most_sim_1,score_1,most_sim_2,score_2,most_sim_3,score_3,most_sim_4,score_4,most_sim_5,score_5,most_sim_6,score_6,most_sim_7,score_7,most_sim_8,score_8,most_sim_9,score_9,most_sim_10,score_10
digit,digits,0.9062167406082152,numbers,0.6731394529342651,letter,0.6553024053573608,tabletablewbcddiagnosis,0.6451526880264282,letters,0.6281365156173706,character,0.6144858002662659,handledigitaction,0.6122552156448364,onedigit,0.6101941466331482,zeroes,0.6095194816589355,uvumiodometer,0.6054437160491943
string,strings,0.5975524187088013,char,0.5821157693862915,int,0.5606975555419922,return,0.5534677505493164,static,0.5448212623596191,str,0.5413771867752075,sting,0.5239430665969849,public,0.5228758454322815,integer,0.5069395899772644,tostring,0.5033155083656311
outside,within,0.7243783473968506,somewhere,0.6422097682952881,anywhere,0.6292914152145386,confined,0.5466673970222473,around,0.5429152846336365,never,0.5424259901046753,inside,0.5409607887268066,lying,0.5409427881240845,entirely,0.5308405160903931,surrounding,0.5300941467285156
FFs,mexszerzo,0.5582013130187988,listsfirstsrests,0.547175407409668,farthestfromsource,0.5425585508346558,ff,0.5316655635833739,luts,0.5315716266632079,allomp,0.5230417251586914,ososs,0.5168151259422302,extsfr,0.5022525787353516,determineoccurence,0.4829976260662079,fsd,0.4781109094619751
entries,entry,0.7789260149002075,entires,0.683163046836853,records,0.6128731966018677,rows,0.6070809364318848,duplicates,0.5549670457839966,columns,0.5464203357696533,indices,0.5451062917709351,enteries,0.5354139804840088,entrys,0.5318892598152161,items,0.5099896192550659
minute,minutes,0.9153220653533936,hour,0.8986111879348755,seconds,0.8321251869201659,mins,0.7933716177940369,milliseconds,0.6982508301734924,millisecond,0.6955190896987915,hours,0.6919791102409363,day,0.6890835762023926,time,0.6845351457595825,costpermin,0.6817905902862549
ga-alpha,beta,0.5693950653076172,gg,0.5130754709243774,cg,0.5096491575241089,ba,0.4953362345695496,ig,0.4937353432178497,fa,0.4903910458087921,gamma,0.4847419261932373,pso,0.4835139513015747,wolphram,0.4783815145492554,ag,0.4783467352390289
recip,notifscheds,0.7847394943237305,rocals,0.6558512449264526,overrideaddress,0.6320879459381104,askref,0.6142839193344116,trackr,0.577256441116333,optioncomuddeim,0.546150803565979,lastacc,0.5440170764923096,pancak,0.5312591791152954,olcc,0.5285044908523561,sendcc,0.5157113075256348
hlen,hlfr,0.7392411828041077,hlde,0.7211886644363403,hles,0.6989933848381042,aqschrome,0.6914085745811462,gwsrdcr,0.6670006513595581,btngsearch,0.6470421552658081,argsservice,0.6356123685836792,safeactive,0.6345310807228088,hlenuk,0.6235936284065247,hlnl,0.6189475059509277
level,levels,0.8414707183837891,hierarchy,0.6231972575187683,higher,0.6139518022537231,granularity,0.5972472429275513,lowest,0.5950705409049988,low,0.593395471572876,isolation,0.5894081592559814,priority,0.5880178213119507,mkoverlaylevelaboveroads,0.5790634155273438,abstraction,0.5729303359985352
nelements,printhexarray,0.6605345010757446,radbin,0.5821284055709839,numelem,0.5569336414337158,rgindicies,0.5489935874938965,sabound,0.5363048315048218,lfarray,0.5293890237808228,imageofdoubles,0.5273104310035706,phexarray,0.5146503448486328,numelements,0.5093473196029663,claxpbyr,0.50526362657547
cmf,existingmanifest,0.5317661762237549,pmcd,0.5316554903984071,aplsa,0.5197014808654785,sonataclassificationbundlesonataclassificationbundle,0.4918435215950012,onwavelength,0.4713141918182373,multifrases,0.4694368243217468,stdfw,0.4676525592803955,aappconfigconfigprod,0.4637525677680969,icmf,0.4614535272121429,routingbundle,0.4572895765304565
array,arrays,0.8181538581848145,multidimensional,0.6200310587882996,arrray,0.5985639095306396,arr,0.5803173780441284,myarray,0.5763737559318542,ints,0.5593568086624146,list,0.543296217918396,subarray,0.5339184999465942,pointers,0.5326254963874817,subarrays,0.5319851636886597
Testing,test,0.8613314628601074,tests,0.8335909843444824,unittesting,0.6636944413185121,tested,0.6512438058853149,development,0.6432962417602539,production,0.6324678659439087,testings,0.6222982406616211,experimentation,0.6026915311813354,mocking,0.5973529815673828,testers,0.5968553423881531
try,trying,0.8077960014343262,tried,0.7006750106811523,want,0.6927863955497742,tries,0.6637210249900818,able,0.6177828311920166,possible,0.590651273727417,attempt,0.5876042246818542,need,0.5782982110977173,could,0.5693085193634033,would,0.5645045638084412
ptruint,pbytearray,0.6128281950950623,initialisebitmapinfoheader,0.6116777658462524,nativeuint,0.5957607626914978,plocalmemoryinfo,0.5897229313850403,plongword,0.5754252672195435,lmeminfo,0.5749953985214233,meminfostacktop,0.5727509260177612,dbih,0.5702916979789734,meminfostack,0.5663150548934937,getmem,0.5609988570213318
stderr,stdout,0.8319797515869141,sdtout,0.6659823656082153,stdoutstderr,0.6641800403594971,stderror,0.6557093858718872,stdouterr,0.6459607481956482,fprintf,0.6398658156394958,packagesmomentjs,0.6197974681854248,packagesaccountstwitch,0.6181409358978271,webkitstderrwithqtpluginmessagessuppressed,0.6006436944007874,sterr,0.5986236929893494
setup,setups,0.7362487316131592,configure,0.6932026743888855,configuring,0.6662980914115906,configured,0.6543431282043457,installation,0.6420159935951233,configuration,0.634606659412384,deployment,0.6279256343841553,install,0.6159645318984985,deploy,0.5913363695144653,installing,0.5803050398826599
cmp,multiuni,0.6612186431884766,idgrupmedia,0.6351128220558167,movgt,0.6292983889579773,fechacbte,0.618972659111023,fcomi,0.6115837097167969,cmpb,0.6089116334915161,valueforminkey,0.6032831072807312,cmpeq,0.5925407409667969,jmp,0.5865703821182251,shallowfalse,0.5798834562301636
application,app,0.8696007132530212,applications,0.8208210468292236,apps,0.7611743807792664,applicaiton,0.6704521775245667,server,0.6651486754417419,service,0.6575680375099182,web,0.6494288444519043,services,0.6391053199768066,user,0.6332861185073853,webapp,0.6298084259033203
entryp,nextp,0.5331746935844421,headp,0.5132359862327576,prevnull,0.5125420093536377,ptempnode,0.4980151653289795,tempnextp,0.4973047375679016,fmemcache,0.4953677654266357,readprocmem,0.4914178252220154,tpttyioctl,0.4906763434410095,currp,0.4879208207130432,isrootqact,0.4855358600616455
memset,memcpy,0.732885479927063,calloc,0.7070455551147461,sizeof,0.6812236309051514,bzero,0.6630520820617676,sizetnsizeofdouble,0.6455666422843933,malloc,0.6115437746047974,memsetting,0.5981277227401733,zeromemory,0.5821977853775024,bbufferreader,0.5777455568313599,dssenh,0.5741080045700073
sync,syncing,0.8476123809814453,synced,0.8052873015403748,synch,0.7931424379348755,syncs,0.7519149184226991,synchronize,0.7082090377807617,synching,0.6693662405014038,resync,0.6551203727722168,synchronise,0.6433085203170776,synched,0.6358263492584229,updates,0.635511040687561
jump,jumps,0.8608649373054504,jumping,0.8580613136291504,moves,0.6079012155532837,move,0.5885921716690063,hoops,0.5834909677505493,jumped,0.5806593298912048,ccactionjumpby,0.5723841786384583,jmp,0.5684280395507812,jmps,0.5640256404876709,hoop,0.5540012121200562
zero,nonzero,0.7094707489013672,equal,0.6179875731468201,infinity,0.608957827091217,vanish,0.5897131562232971,vanishes,0.5844629406929016,otherwise,0.5783267021179199,except,0.5781952738761902,always,0.5760473608970642,hence,0.5549213290214539,positive,0.5457015037536621
profiles,profile,0.8987427949905396,preferences,0.572991132736206,profilemonthly,0.5647731423377991,profilesmsl,0.550816535949707,arquillianglassfishembedded,0.5427995920181274,receivedprofiles,0.5414963960647583,greenprofile,0.5397455692291261,settings,0.5367451310157776,provisioning,0.5247470736503601,pathprofilelist,0.524513840675354
pass,passing,0.8448126316070557,passed,0.8257840871810913,passes,0.6404640078544617,calling,0.5756643414497375,supplying,0.5738552808761597,instantiate,0.5691195726394653,parameter,0.5678260326385498,expects,0.5535405278205872,invoke,0.5470227003097534,accepts,0.5389747023582458
implemented,implement,0.8348231315612793,implementing,0.8140305280685425,built,0.7182708382606506,implementation,0.7166113257408142,reimplemented,0.6751112341880798,supports,0.6743852496147156,designed,0.6709925532341003,implementations,0.6679171323776245,reimplement,0.6576071977615356,ported,0.6505178213119507
tmpbuf,ibufsize,0.6267604827880859,tmpbuffer,0.6065540313720703,sizebuf,0.59590744972229,pymakebuffer,0.5902445316314697,outputbuf,0.585296094417572,bufer,0.5761096477508545,inbuflen,0.5709580183029175,sizeofbuf,0.5691593289375305,nbuffersize,0.568539023399353,bufsize,0.5668466687202454
linear,quadratic,0.8028131723403931,affine,0.6615029573440552,nonlinear,0.6518532037734985,polynomial,0.649802565574646,linearly,0.6066326498985289,logarithmic,0.5985732674598694,exponential,0.591536283493042,convex,0.5876420736312866,cubic,0.5756812691688538,coefficients,0.5616130828857422
blue,green,0.9406560063362122,red,0.9266208410263062,yellow,0.9234070777893066,purple,0.9004067182540894,pink,0.8637998104095459,grey,0.8612849712371826,black,0.8289363384246826,orange,0.8222531676292419,gray,0.7949541211128235,colored,0.7470623254776001
index,indices,0.6557790040969849,indexes,0.5969914793968201,indexed,0.5685603618621826,indexing,0.5213785171508789,corresponding,0.5095872282981873,subindex,0.4788530468940735,bucket,0.4752946496009826,entries,0.4649779796600342,prefix,0.4594137668609619,first,0.4582012593746185
errors,error,0.8453345894813538,erros,0.6915453672409058,warnings,0.6783491373062134,warning,0.6675844192504883,exceptions,0.6526578664779663,mistakes,0.6520774364471436,bugs,0.6505145430564879,failures,0.6387141942977905,failing,0.6334888935089111,exception,0.6268973350524902
xor,exclusiveor,0.7943687438964844,bitwise,0.7505068182945251,xoring,0.7284021377563477,xored,0.6757177114486694,codexor,0.659682035446167,xors,0.6549267768859863,xnor,0.6513146162033081,bitwisexor,0.6443318128585815,hsxord,0.6228668689727783,xoredimage,0.6181183457374573
sub,subs,0.5561416149139404,subn,0.4531781673431397,pulsetemperature,0.4375765919685364,end,0.4298998713493347,arraywithcapacitysectioncount,0.4264485538005829,destructortells,0.413061797618866,mysub,0.4013058841228485,exclusivetoexclusive,0.3966779708862305,somesub,0.3898767530918121,reg,0.3888657093048096
uval,ievadita,0.6821472644805908,faktorials,0.6812163591384888,erlatomdata,0.6145153045654297,uvinul,0.5920255780220032,uattr,0.5592234134674072,cvalηs,0.558855414390564,yrowsize,0.5413080453872681,srcrrdtoolmodule,0.5378152728080751,cleanedentries,0.5231198072433472,keyhashvalue,0.523110032081604
opaque,transparent,0.7045007944107056,translucent,0.6688320636749268,semitransparent,0.6315326690673828,unapertured,0.6176159381866455,transparency,0.6128844618797302,nonopaque,0.6107792854309082,nontransparent,0.6094355583190918,semiopaque,0.6044658422470093,overlying,0.569028377532959,translucency,0.5557236671447754
filler,fileviewtreebeforeexpand,0.6503661870956421,fusefilldirt,0.6452014446258545,fillers,0.6298232674598694,fillernum,0.5376883149147034,blanks,0.5218526721000671,createfiller,0.4948023855686188,atldqitgk,0.4897186160087586,efiller,0.4861202239990234,fillertags,0.4625269770622253,fillercount,0.4623461961746216
sum,sums,0.8212774991989136,summation,0.7673306465148926,summing,0.7607651948928833,summed,0.739333987236023,total,0.6791552901268005,multiply,0.6366689205169678,multiplied,0.6306326985359192,calculate,0.608259916305542,subtract,0.6060085296630859,calculating,0.6038063764572144
duplicate,duplicates,0.8088414669036865,duplicated,0.7822881937026978,redundant,0.6369379758834839,duplication,0.6332805156707764,dupe,0.622805655002594,remove,0.6184771656990051,dupes,0.6180832386016846,unique,0.6021923422813416,eliminate,0.5867284536361694,removing,0.5724794864654541
supplied,supplying,0.7696695923805237,expects,0.6741414070129395,passed,0.6579989790916443,supply,0.6573343873023987,provided,0.6569955348968506,accepts,0.6207073926925659,supplies,0.6167616844177246,specified,0.575206458568573,specifies,0.5715525150299072,usersupplied,0.5232167840003967
sheight,tgapy,0.7014574408531189,swidthγ,0.6854437589645386,areaaspectratio,0.6766372919082642,swidth,0.6513530611991882,slideshowset,0.6245375275611877,widthrowpieces,0.6114158630371094,kbtop,0.6055949926376343,imgaspectratio,0.5945087671279907,windowratio,0.5830738544464111,owidth,0.564098596572876
access,accessing,0.8300876617431641,accessed,0.7429087162017822,accessible,0.7190243005752563,acess,0.674736738204956,acces,0.649325430393219,shared,0.625691294670105,acccess,0.6237303018569946,readwrite,0.6053668260574341,accesses,0.6020786762237549,sharing,0.5940508842468262
version,versions,0.8541055917739868,newer,0.7288050651550293,latest,0.7033876180648804,upgrade,0.6745033264160156,older,0.6638020873069763,verison,0.6523251533508301,upgrading,0.6449790596961975,upgraded,0.6119081974029541,verion,0.5984864234924316,releases,0.5922129154205322
Link,links,0.8562532067298889,https,0.595373272895813,linked,0.5779969096183777,linking,0.5754319429397583,site,0.5503319501876831,hyperlink,0.5474855303764343,boxbactions,0.5399701595306396,sybolic,0.5294287800788879,website,0.5114098787307739,hyperlinks,0.5013058185577393
samplesn,samplecount,0.6050139665603638,lengthofnumberofsamples,0.586257815361023,sdlaudiobuffersize,0.5703102350234985,cstwavenumchannels,0.5661939382553101,cstwaveframeindex,0.5622212290763855,swrgetdelay,0.5525290966033936,avrescalernd,0.5463515520095825,audiomainleftoff,0.5461980700492859,isamplesavailable,0.5460405349731445,numsamples,0.5442179441452026
mng,cmpsql,0.669947624206543,remotedataexclass,0.6458253264427185,accumulatedscore,0.6037410497665405,argconna,0.5973479151725769,waitforotherthread,0.5960969924926758,addmarsystem,0.5835226774215698,temporalfilterfes,0.5784627795219421,getobservationsos,0.5686022043228149,numbertowrite,0.5505474805831909,nfirewall,0.5360555052757263
method,methods,0.8378015160560608,object,0.6559500694274902,calling,0.6300084590911865,constructor,0.6279259920120239,function,0.6126780509948729,instance,0.6122653484344482,subclass,0.5958796739578247,called,0.5853272676467896,superclass,0.582053005695343,simply,0.576602578163147
errorn,failedn,0.7367377877235413,failuren,0.7005776166915894,succeededn,0.6436346769332886,successfuln,0.6243129968643188,perror,0.6186986565589905,failedrn,0.597891092300415,successn,0.59600430727005,terminatingn,0.5886344909667969,memoryn,0.582688570022583,availablen,0.5825538635253906
coefficient,coefficients,0.8450772166252136,correlation,0.6236004829406738,coefficent,0.6214505434036255,variance,0.6061084270477295,slope,0.6011139154434204,xlabelsilhouette,0.6010859608650208,coeff,0.5916553735733032,ylabelweight,0.578840434551239,factor,0.5786771774291992,servizationsattributes,0.5745362043380737
edited,edit,0.7695034742355347,amended,0.693778395652771,editted,0.6758476495742798,commented,0.6439487934112549,revised,0.6363083124160767,edits,0.6339490413665771,posted,0.6277238726615906,reedit,0.6194533705711365,comment,0.6156031489372253,changed,0.5904956459999084
hash,hashes,0.8493300080299377,hashing,0.8188770413398743,hashed,0.7600328922271729,eonconnected,0.6258447766304016,hashbased,0.6184730529785156,hashvalue,0.6151055693626404,hashfunctions,0.6128581762313843,hashfunction,0.6124646663665771,cityhash,0.6077951788902283,xxhash,0.6010260581970215
mem,dblibdelconnection,0.6927893161773682,pydeductionsvgrpmember,0.634992241859436,statusluid,0.5985292792320251,savpos,0.5915890336036682,essignupstatus,0.5884900093078613,cpumhz,0.5860627889633179,userlistmemberships,0.5833168029785156,dmem,0.5803266763687134,idsslhandlersocket,0.5748394727706909,smem,0.5721457004547119
component,components,0.8541455268859863,subcomponents,0.669980525970459,subcomponent,0.6389322280883789,compoenent,0.5647602081298828,compontent,0.5596427917480469,namemicrosoftwindowsshellsetup,0.5572163462638855,pinnumtarget,0.5472706556320189,composite,0.5445731282234192,customcomponent,0.5322477817535399,componets,0.5238410234451294
len,xrange,0.6482328176498413,intmenubaritems,0.6344619393348694,lengthlen,0.6205965280532837,fetchnamenameptr,0.6129077076911926,maxlen,0.6046367883682251,ilen,0.584355890750885,length,0.5843030214309692,nlen,0.5789779424667358,mvalidationlength,0.5637754201889038,wrklogs,0.5586124062538147
nongray,gray,0.5532064437866211,chromaticities,0.5123814344406128,periaqueductal,0.5078082084655762,pseudocolor,0.4857494533061981,grayscales,0.4829500317573547,reddark,0.482754498720169,midgray,0.4813911318778992,luminances,0.4793303310871124,nonblack,0.4783225655555725,inred,0.4763644337654114
packing,packings,0.6987642049789429,binpacking,0.6432881355285645,packed,0.6357337236404419,knapsack,0.6189494132995605,covering,0.6011686325073242,stockbranch,0.5569158792495728,repacking,0.5486820340156555,stockavailableflg,0.5453938245773315,nfdh,0.5320608019828796,bin,0.5264890193939209
inverse,reciprocal,0.6286699771881104,inverting,0.6187820434570312,inverses,0.6177101135253906,invertible,0.5884535312652588,inversion,0.5878002643585205,invert,0.5806134939193726,pseudoinverse,0.5789263844490051,fourier,0.5602485537528992,adjoint,0.5506888031959534,jacobian,0.5457659363746643
compressed,uncompressed,0.8775004744529724,compress,0.8099724054336548,compression,0.7860007286071777,decompressed,0.7645831108093262,compressing,0.7566803693771362,decompress,0.7512713074684143,noncompressed,0.7507600188255309,compresses,0.724650502204895,gzip,0.7010064721107483,uncompress,0.6817164421081543
ver,soundassist,0.6376448273658752,verison,0.6260696053504944,colversions,0.6185258626937866,objver,0.6074151396751404,outtextfileupdate,0.594315767288208,prevrenew,0.5656096935272217,verion,0.5652149319648743,versión,0.5410220623016357,verfloat,0.5340476036071777,setver,0.5336710810661316
tbuf,objaudiorawdata,0.6508982181549072,rbuf,0.5868167877197266,bufer,0.5746983289718628,mrzchar,0.5646846294403076,hbuff,0.5638387203216553,nwrite,0.5624985694885254,bytesrecvd,0.5606759786605835,hbuf,0.5599984526634216,dbuf,0.5597044229507446,dwbytestransferred,0.5594509243965149
mult,mul,0.8259559869766235,multiply,0.6839566230773926,iplying,0.6389850974082947,indexindexmult,0.5948634743690491,imul,0.5750608444213867,onclkbndiv,0.5652725696563721,multiplies,0.5605783462524414,arith,0.5593549013137817,planetonespeed,0.553451657295227,multiplication,0.5499091148376465
calculate,calculating,0.8894417285919191,compute,0.8464912176132202,calculated,0.8452886343002319,calculates,0.7851314544677734,calculation,0.7647730112075806,computed,0.6932565569877625,recalculate,0.6836572885513306,estimate,0.6633306741714478,estimated,0.6506915688514711,determine,0.6369718313217163
digits,digit,0.9062167406082152,numbers,0.7710027098655701,decimals,0.7078402042388916,characters,0.6925964951515198,zeroes,0.6773419380187988,letters,0.6593894958496094,tabletablewbcddiagnosis,0.6592648029327393,decimal,0.6561017036437988,uvumiodometer,0.6519121527671814,chars,0.6376941204071045
convert,converting,0.8808333873748779,converted,0.8303060531616211,converts,0.759827733039856,convertion,0.7318116426467896,conversion,0.7232197523117065,conver,0.6725816130638123,reconvert,0.6537551879882812,format,0.6376950144767761,encode,0.6060669422149658,parse,0.5948755145072937
dec,oct,0.8060282468795776,nov,0.7908602356910706,mar,0.7903124690055847,feb,0.7828955650329591,aug,0.7739749550819397,mon,0.7380437850952148,apr,0.7377337217330933,jul,0.7303537130355835,fri,0.7118276357650757,jan,0.711211085319519
parameters,parameter,0.8715147972106934,paramters,0.720531702041626,paramaters,0.6765771508216858,arguments,0.6419781446456909,paramater,0.6157150268554688,paramter,0.5933147668838501,parameteres,0.5915757417678833,paremeters,0.5870710611343384,passed,0.5853061676025391,parametes,0.5614582896232605
shift,shifts,0.8234735727310181,shifting,0.780434250831604,shifted,0.7143087387084961,rightshift,0.638463020324707,leftshift,0.6343955397605896,shiftright,0.62311851978302,tblmmdlogentry,0.608212947845459,shiftleft,0.6031160354614258,unshifted,0.5635284185409546,dspalu,0.5551568269729614
changed,change,0.8427419662475586,changing,0.8055431842803955,updated,0.7814827561378479,altered,0.7337146997451782,modified,0.7104105949401855,reflected,0.6866676807403564,reflect,0.6724615097045898,removed,0.6696526408195496,reverted,0.6587516069412231,update,0.6395543813705444
ignoring,ignore,0.8073563575744629,ignores,0.7775154709815979,disregarding,0.7562819719314575,disregard,0.7337328195571899,irrelevant,0.6966747045516968,omitting,0.6862633228302002,ignored,0.6825652122497559,discarding,0.6744132041931152,skipping,0.6529568433761597,neglecting,0.6473329663276672
Cant,wont,0.7291578054428101,cannot,0.6742292046546936,couldnt,0.6415654420852661,doesnt,0.6339716911315918,anything,0.6113924980163574,shouldnt,0.6025780439376831,okay,0.5864983797073364,could,0.5840575695037842,trying,0.5733283162117004,want,0.5732722282409668
base,derived,0.6703532934188843,baseclass,0.600220263004303,inherited,0.595124363899231,bases,0.5837926864624023,inherit,0.5837773084640503,inheriting,0.5801423788070679,classes,0.5710949897766113,cardservicelib,0.5697507858276367,subclasses,0.5587421655654907,inheritance,0.5564203262329102
splt,addlisttoq,0.6687665581703186,spltb,0.6564443111419678,sospkt,0.6185575723648071,getcontractingbundles,0.5386146903038025,healthpkt,0.5303859114646912,spltsecond,0.5224281549453735,algutil,0.5099368095397949,splittosnocvect,0.4920429289340973,coordsenumerable,0.4785531163215637,avdaytrimmedstring,0.4707223773002625
permit,permits,0.7777525186538696,permitted,0.7583872079849243,permitting,0.7507253885269165,prohibit,0.714054524898529,allowed,0.708055317401886,allow,0.7062659859657288,allowing,0.6627072095870972,forbid,0.6477012634277344,disallow,0.6168311834335327,prohibits,0.6054233908653259
